DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MÊS,ANO
2015-08-23,2015-08-29,SUDESTE,SAO PAULO,GASOLINA COMUM,767,R$/l,3.076,0.141,2.749,3.499,0.375,0.046,2.701,0.08,2.4709,2.8819,0.03,8,2015
2015-08-30,2015-09-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,219,R$/l,3.503,0.122,3.098,3.869,0.476,0.035,3.027,0.093,2.82,3.1967,0.031,8,2015
2015-08-30,2015-09-05,SUDESTE,SAO PAULO,GASOLINA COMUM,767,R$/l,3.089,0.134,2.779,3.499,0.39,0.043,2.699,0.077,2.4709,2.8741,0.029,8,2015
2015-09-06,2015-09-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,220,R$/l,3.463,0.134,3.17,3.869,0.469,0.039,2.994,0.084,2.82,3.1959,0.028,9,2015
2015-09-06,2015-09-12,SUDESTE,SAO PAULO,GASOLINA COMUM,767,R$/l,3.087,0.138,2.779,3.499,0.377,0.045,2.71,0.073,2.5,2.9267,0.027,9,2015
2015-09-13,2015-09-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,220,R$/l,3.482,0.131,3.19,3.869,0.485,0.038,2.997,0.101,2.8,3.2092,0.034,9,2015
2015-09-13,2015-09-19,SUDESTE,SAO PAULO,GASOLINA COMUM,767,R$/l,3.074,0.143,2.749,3.799,0.383,0.047,2.691,0.076,2.495,2.8811,0.028,9,2015
2015-09-20,2015-09-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,263,R$/l,3.502,0.136999999999999,3.159,3.999,0.48,0.039,3.022,0.098,2.8,3.373,0.032,9,2015
2015-09-20,2015-09-26,SUDESTE,SAO PAULO,GASOLINA COMUM,857,R$/l,3.103,0.144,2.789,3.999,0.389,0.046,2.714,0.085,2.495,2.9234,0.031,9,2015
2015-09-27,2015-10-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,268,R$/l,3.532,0.124,3.19,3.889,0.488,0.035,3.044,0.091,2.84,3.373,0.03,9,2015
2015-09-27,2015-10-03,SUDESTE,SAO PAULO,GASOLINA COMUM,853,R$/l,3.133,0.133,2.799,3.899,0.405,0.042,2.728,0.086,2.495,2.9309,0.032,9,2015
2015-10-04,2015-10-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,268,R$/l,3.652,0.141,3.339,3.999,0.514,0.039,3.138,0.11,2.86,3.4087,0.035,10,2015
2015-10-04,2015-10-10,SUDESTE,SAO PAULO,GASOLINA COMUM,859,R$/l,3.278,0.154,2.919,3.649,0.449,0.047,2.829,0.116,2.459,3.1382,0.041,10,2015
2015-10-11,2015-10-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,265,R$/l,3.695,0.14,3.25,3.999,0.523,0.038,3.172,0.101,2.87,3.3568,0.032,10,2015
2015-10-11,2015-10-17,SUDESTE,SAO PAULO,GASOLINA COMUM,858,R$/l,3.32,0.154,2.899,3.799,0.451,0.046,2.869,0.113,2.459,3.1382,0.039,10,2015
2015-10-18,2015-10-24,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,301,R$/l,3.692,0.147,3.349,3.999,0.506,0.04,3.186,0.107,2.98,3.4329,0.034,10,2015
2015-10-18,2015-10-24,SUDESTE,SAO PAULO,GASOLINA COMUM,998,R$/l,3.32,0.16,2.899,3.899,0.421,0.048,2.899,0.109,2.5,3.179,0.038,10,2015
2015-10-25,2015-10-31,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,302,R$/l,3.686,0.135,3.28,3.999,0.487,0.037,3.199,0.103,2.953,3.4148,0.032,10,2015
2015-10-25,2015-10-31,SUDESTE,SAO PAULO,GASOLINA COMUM,1002,R$/l,3.335,0.143,2.939,3.799,0.428,0.043,2.907,0.104,2.5,3.16,0.036,10,2015
2015-11-01,2015-11-07,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,297,R$/l,3.721,0.146,3.339,4.059,0.514,0.039,3.207,0.116,2.987,3.476,0.036,11,2015
2015-11-01,2015-11-07,SUDESTE,SAO PAULO,GASOLINA COMUM,996,R$/l,3.397,0.145,2.959,3.899,0.457,0.043,2.94,0.104,2.59,3.209,0.035,11,2015
2015-11-08,2015-11-14,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,299,R$/l,3.788,0.155,3.28,4.199,0.512,0.0409999999999999,3.276,0.117,2.987,3.5926,0.036,11,2015
2015-11-08,2015-11-14,SUDESTE,SAO PAULO,GASOLINA COMUM,1000,R$/l,3.458,0.151,3.059,3.899,0.47,0.044,2.988,0.099,2.59,3.209,0.033,11,2015
2015-11-15,2015-11-21,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,325,R$/l,3.811,0.158,3.329,4.2,0.497,0.0409999999999999,3.314,0.084,3.1117,3.5073,0.025,11,2015
2015-11-15,2015-11-21,SUDESTE,SAO PAULO,GASOLINA COMUM,1173,R$/l,3.445,0.148,3.059,3.899,0.446,0.043,2.999,0.09,2.59,3.1925,0.03,11,2015
2015-11-22,2015-11-28,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,323,R$/l,3.793,0.145,3.383,4.2,0.488,0.038,3.305,0.088,3.1365,3.5453,0.027,11,2015
2015-11-22,2015-11-28,SUDESTE,SAO PAULO,GASOLINA COMUM,1176,R$/l,3.477,0.142,3.149,3.849,0.462,0.0409999999999999,3.015,0.09,2.59,3.2228,0.03,11,2015
2015-11-29,2015-12-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,324,R$/l,3.812,0.145,3.439,4.319,0.499,0.038,3.313,0.096,3.013,3.58,0.029,11,2015
2015-11-29,2015-12-05,SUDESTE,SAO PAULO,GASOLINA COMUM,1173,R$/l,3.507,0.142,3.169,4.199,0.475,0.04,3.032,0.087,2.59,3.2366,0.029,11,2015
2015-12-06,2015-12-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,369,R$/l,3.82,0.151,3.49,4.719,0.5,0.04,3.32,0.103,3.013,3.5619,0.031,12,2015
2015-12-06,2015-12-12,SUDESTE,SAO PAULO,GASOLINA COMUM,1416,R$/l,3.495,0.139,3.149,3.909,0.45,0.04,3.045,0.086,2.6626,3.34,0.028,12,2015
2015-12-13,2015-12-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,369,R$/l,3.843,0.152,3.439,4.719,0.492,0.04,3.351,0.104,3.13,3.5811,0.031,12,2015
2015-12-13,2015-12-19,SUDESTE,SAO PAULO,GASOLINA COMUM,1415,R$/l,3.501,0.145,3.079,3.999,0.453,0.0409999999999999,3.048,0.085,2.835,3.316,0.028,12,2015
2015-12-20,2015-12-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.862,0.152,3.449,4.719,0.498,0.039,3.364,0.1,3.061,3.5696,0.03,12,2015
2015-12-20,2015-12-26,SUDESTE,SAO PAULO,GASOLINA COMUM,1629,R$/l,3.515,0.135,3.159,3.899,0.454,0.038,3.061,0.081,2.846,3.41,0.026,12,2015
2015-12-27,2016-01-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.842,0.153,3.449,4.719,0.502,0.04,3.34,0.093,3.061,3.5399,0.028,12,2015
2015-12-27,2016-01-02,SUDESTE,SAO PAULO,GASOLINA COMUM,1625,R$/l,3.508,0.134,3.149,3.899,0.45,0.038,3.058,0.08,2.84,3.3353,0.026,12,2015
2016-01-03,2016-01-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,413,R$/l,3.851,0.151,3.499,4.799,0.478,0.039,3.373,0.085,3.124,3.5399,0.025,1,2016
2016-01-03,2016-01-09,SUDESTE,SAO PAULO,GASOLINA COMUM,1627,R$/l,3.505,0.129,3.159,3.909,0.444,0.037,3.061,0.069,2.86,3.3204,0.023,1,2016
2016-01-10,2016-01-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.884,0.156,3.549,4.799,0.501,0.04,3.383,0.082,3.135,3.5421,0.024,1,2016
2016-01-10,2016-01-16,SUDESTE,SAO PAULO,GASOLINA COMUM,1616,R$/l,3.518,0.129,3.149,3.959,0.443,0.037,3.075,0.071,2.865,3.3204,0.023,1,2016
2016-01-17,2016-01-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.862,0.154,3.499,4.799,0.48,0.04,3.382,0.099,3.145,3.6125,0.029,1,2016
2016-01-17,2016-01-23,SUDESTE,SAO PAULO,GASOLINA COMUM,1621,R$/l,3.519,0.131,3.199,3.899,0.433,0.037,3.086,0.076,2.87,3.399,0.025,1,2016
2016-01-24,2016-01-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.879,0.156,3.499,4.799,0.471,0.04,3.408,0.092,3.2,3.7009,0.027,1,2016
2016-01-24,2016-01-30,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.54,0.131,3.179,3.909,0.445,0.037,3.095,0.079,2.87,3.5514,0.026,1,2016
2016-01-31,2016-02-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,413,R$/l,3.901,0.147,3.549,4.799,0.481,0.038,3.42,0.096,3.0594,3.6742,0.028,1,2016
2016-01-31,2016-02-06,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.544,0.132,3.199,3.909,0.441,0.037,3.103,0.079,2.89,3.5514,0.025,1,2016
2016-02-07,2016-02-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,411,R$/l,3.912,0.15,3.549,4.799,0.503,0.038,3.409,0.088,3.05,3.6742,0.026,2,2016
2016-02-07,2016-02-13,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.539,0.138,3.109,4.199,0.441,0.039,3.098,0.077,2.89,3.3204,0.025,2,2016
2016-02-14,2016-02-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,413,R$/l,3.872,0.157,3.549,4.799,0.466,0.0409999999999999,3.406,0.094,3.21,3.6742,0.028,2,2016
2016-02-14,2016-02-20,SUDESTE,SAO PAULO,GASOLINA COMUM,1617,R$/l,3.542,0.133,3.149,3.999,0.438,0.038,3.104,0.08,2.9,3.465,0.026,2,2016
2016-02-21,2016-02-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.91,0.15,3.549,4.799,0.472,0.038,3.438,0.093,3.21,3.6742,0.027,2,2016
2016-02-21,2016-02-27,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.551,0.132,3.179,3.999,0.44,0.037,3.111,0.081,2.9,3.36,0.026,2,2016
2016-02-28,2016-03-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.893,0.148,3.55,4.799,0.483,0.038,3.41,0.097,3.1091,3.7216,0.028,2,2016
2016-02-28,2016-03-05,SUDESTE,SAO PAULO,GASOLINA COMUM,1621,R$/l,3.55,0.135,3.199,3.999,0.448,0.038,3.102,0.084,2.865,3.3371,0.027,2,2016
2016-03-06,2016-03-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,410,R$/l,3.954,0.16,3.549,4.84,0.5,0.04,3.454,0.096,3.24,3.7216,0.028,3,2016
2016-03-06,2016-03-12,SUDESTE,SAO PAULO,GASOLINA COMUM,1625,R$/l,3.552,0.136999999999999,3.199,3.999,0.439,0.039,3.113,0.087,2.9,3.3374,0.028,3,2016
2016-03-13,2016-03-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.953,0.15,3.55,4.84,0.497,0.038,3.456,0.089,3.24,3.6491,0.026,3,2016
2016-03-13,2016-03-19,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.572,0.135,3.19,3.999,0.447,0.038,3.125,0.084,2.9,3.416,0.027,3,2016
2016-03-20,2016-03-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.916,0.155,3.549,4.84,0.471,0.04,3.445,0.092,3.24,3.638,0.027,3,2016
2016-03-20,2016-03-26,SUDESTE,SAO PAULO,GASOLINA COMUM,1618,R$/l,3.566,0.136999999999999,3.19,3.999,0.439,0.038,3.127,0.085,2.9,3.416,0.027,3,2016
2016-03-27,2016-04-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.933,0.151,3.649,4.84,0.481,0.038,3.452,0.094,3.24,3.6387,0.027,3,2016
2016-03-27,2016-04-02,SUDESTE,SAO PAULO,GASOLINA COMUM,1621,R$/l,3.589,0.14,3.19,4.299,0.46,0.039,3.129,0.081,2.8683,3.33,0.026,3,2016
2016-04-03,2016-04-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.935,0.158,3.49,4.89,0.475,0.04,3.46,0.095,3.1814,3.6446,0.027,4,2016
2016-04-03,2016-04-09,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.557,0.139,3.199,3.999,0.447,0.039,3.11,0.083,2.8683,3.4848,0.027,4,2016
2016-04-10,2016-04-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,420,R$/l,3.943,0.158,3.51,4.89,0.495,0.04,3.448,0.093,3.1599,3.6387,0.027,4,2016
2016-04-10,2016-04-16,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.542,0.136999999999999,3.19,3.999,0.453,0.039,3.089,0.08,2.88,3.548,0.026,4,2016
2016-04-17,2016-04-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.961,0.166,3.499,4.89,0.511,0.042,3.45,0.104,3.21,3.7539,0.03,4,2016
2016-04-17,2016-04-23,SUDESTE,SAO PAULO,GASOLINA COMUM,1624,R$/l,3.536,0.141,3.179,3.999,0.471,0.04,3.065,0.079,2.86,3.379,0.026,4,2016
2016-04-24,2016-04-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.953,0.166999999999999,3.639,4.89,0.522,0.042,3.431,0.099,3.21,3.7539,0.029,4,2016
2016-04-24,2016-04-30,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.516,0.14,3.059,3.999,0.474,0.04,3.042,0.08,2.83,3.4996,0.026,4,2016
2016-05-01,2016-05-07,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,418,R$/l,3.948,0.163,3.549,4.89,0.545,0.0409999999999999,3.403,0.104,3.14,3.6765,0.031,5,2016
2016-05-01,2016-05-07,SUDESTE,SAO PAULO,GASOLINA COMUM,1624,R$/l,3.498,0.143,3.047,3.999,0.471,0.0409999999999999,3.027,0.083,2.795,3.25,0.027,5,2016
2016-05-08,2016-05-14,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.901,0.172,3.499,4.89,0.519,0.044,3.382,0.118,3.033,3.6247,0.035,5,2016
2016-05-08,2016-05-14,SUDESTE,SAO PAULO,GASOLINA COMUM,1626,R$/l,3.501,0.144,3.049,3.999,0.487,0.0409999999999999,3.014,0.088,2.634,3.2248,0.029,5,2016
2016-05-15,2016-05-21,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.922,0.178,3.49,4.89,0.548,0.045,3.374,0.127,2.727,3.6805,0.038,5,2016
2016-05-15,2016-05-21,SUDESTE,SAO PAULO,GASOLINA COMUM,1627,R$/l,3.486,0.148,3.129,3.999,0.494,0.042,2.992,0.094,2.74,3.2249,0.031,5,2016
2016-05-22,2016-05-28,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.913,0.175,3.49,4.89,0.55,0.045,3.363,0.122,3.125,3.6247,0.036,5,2016
2016-05-22,2016-05-28,SUDESTE,SAO PAULO,GASOLINA COMUM,1625,R$/l,3.455,0.147,3.099,3.999,0.472,0.043,2.983,0.103,2.59,3.2961,0.035,5,2016
2016-05-29,2016-06-04,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.91,0.172,3.49,4.89,0.531,0.044,3.379,0.12,3.125,3.6769,0.036,5,2016
2016-05-29,2016-06-04,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.451,0.148,3.099,3.999,0.472,0.043,2.979,0.105,2.59,3.2245,0.035,5,2016
2016-06-05,2016-06-11,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.898,0.166,3.549,4.89,0.523,0.043,3.375,0.112,3.1,3.6308,0.033,6,2016
2016-06-05,2016-06-11,SUDESTE,SAO PAULO,GASOLINA COMUM,1627,R$/l,3.478,0.144,3.099,3.999,0.476,0.0409999999999999,3.002,0.103,2.59,3.2693,0.034,6,2016
2016-06-12,2016-06-18,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,418,R$/l,3.916,0.172,3.499,4.89,0.525,0.044,3.391,0.115,3.125,3.6647,0.034,6,2016
2016-06-12,2016-06-18,SUDESTE,SAO PAULO,GASOLINA COMUM,1624,R$/l,3.464,0.146,3.099,3.999,0.465,0.042,2.999,0.108,2.59,3.2693,0.036,6,2016
2016-06-19,2016-06-25,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,418,R$/l,3.904,0.171,3.45,4.89,0.525,0.044,3.379,0.121,3.0506,3.7176,0.036,6,2016
2016-06-19,2016-06-25,SUDESTE,SAO PAULO,GASOLINA COMUM,1626,R$/l,3.459,0.147,3.079,3.999,0.46,0.042,2.999,0.107,2.74,3.2648,0.036,6,2016
2016-06-26,2016-07-02,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,418,R$/l,3.91,0.183,3.49,4.89,0.524,0.047,3.386,0.129,3.0506,3.7176,0.038,6,2016
2016-06-26,2016-07-02,SUDESTE,SAO PAULO,GASOLINA COMUM,1621,R$/l,3.453,0.15,3.049,3.899,0.454,0.043,2.999,0.102,2.74,3.2649,0.034,6,2016
2016-07-03,2016-07-09,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.896,0.173,3.49,4.89,0.513,0.044,3.383,0.103,3.14,3.5915,0.03,7,2016
2016-07-03,2016-07-09,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.459,0.151,3.079,3.999,0.468,0.044,2.991,0.098,2.59,3.275,0.033,7,2016
2016-07-10,2016-07-16,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,413,R$/l,3.914,0.18,3.249,4.89,0.523,0.046,3.391,0.107,3.15,3.7998,0.032,7,2016
2016-07-10,2016-07-16,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.432,0.153,3.05,3.899,0.456,0.045,2.976,0.1,2.59,3.2649,0.034,7,2016
2016-07-17,2016-07-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.888,0.176,3.509,4.89,0.506,0.045,3.382,0.1,3.15,3.581,0.03,7,2016
2016-07-17,2016-07-23,SUDESTE,SAO PAULO,GASOLINA COMUM,1624,R$/l,3.441,0.157,3.05,3.999,0.468,0.046,2.973,0.104,2.59,3.31,0.035,7,2016
2016-07-24,2016-07-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,419,R$/l,3.918,0.181,3.499,4.89,0.533,0.046,3.385,0.103,3.15,3.7199,0.03,7,2016
2016-07-24,2016-07-30,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.428,0.156,3.049,3.999,0.456,0.046,2.972,0.108,2.5818,3.31,0.036,7,2016
2016-07-31,2016-08-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,418,R$/l,3.879,0.178,3.49,4.89,0.506,0.046,3.373,0.102,3.145,3.65,0.03,7,2016
2016-07-31,2016-08-06,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.454,0.154,3.079,3.999,0.463,0.045,2.991,0.103,2.59,3.2819,0.034,7,2016
2016-08-07,2016-08-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.896,0.178,3.49,4.8,0.507,0.046,3.389,0.108,2.95,3.6661,0.032,8,2016
2016-08-07,2016-08-13,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.453,0.151,3.099,3.999,0.462,0.044,2.991,0.103,2.59,3.2538,0.034,8,2016
2016-08-14,2016-08-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,419,R$/l,3.889,0.176,3.419,4.8,0.501,0.045,3.388,0.109,3.145,3.6758,0.032,8,2016
2016-08-14,2016-08-20,SUDESTE,SAO PAULO,GASOLINA COMUM,1625,R$/l,3.447,0.152,3.049,3.999,0.457,0.044,2.99,0.108,2.59,3.3032,0.036,8,2016
2016-08-21,2016-08-27,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.893,0.179,3.49,4.899,0.488,0.046,3.405,0.108,3.19,3.6979,0.032,8,2016
2016-08-21,2016-08-27,SUDESTE,SAO PAULO,GASOLINA COMUM,1621,R$/l,3.423,0.158,3.049,3.999,0.435,0.046,2.988,0.107,2.59,3.2521,0.036,8,2016
2016-08-28,2016-09-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.891,0.17,3.539,4.899,0.503,0.044,3.388,0.118,2.5688,3.64,0.035,8,2016
2016-08-28,2016-09-03,SUDESTE,SAO PAULO,GASOLINA COMUM,1628,R$/l,3.455,0.153,3.059,3.899,0.462,0.044,2.993,0.103,2.308,3.2446,0.034,8,2016
2016-09-04,2016-09-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,413,R$/l,3.982,0.18,3.499,4.899,0.554,0.045,3.428,0.108,3.1413,3.7549,0.032,9,2016
2016-09-04,2016-09-10,SUDESTE,SAO PAULO,GASOLINA COMUM,1624,R$/l,3.446,0.154,3.079,4.099,0.448,0.045,2.998,0.099,2.59,3.236,0.033,9,2016
2016-09-11,2016-09-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.892,0.173,3.49,4.899,0.497,0.044,3.395,0.103,3.21,3.7008,0.03,9,2016
2016-09-11,2016-09-17,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.455,0.155,3.01,3.999,0.457,0.045,2.998,0.102,2.59,3.2718,0.034,9,2016
2016-09-18,2016-09-24,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.913,0.17,3.49,4.899,0.492,0.043,3.421,0.109,3.19,3.75,0.032,9,2016
2016-09-18,2016-09-24,SUDESTE,SAO PAULO,GASOLINA COMUM,1619,R$/l,3.432,0.155,3.01,3.997,0.435,0.045,2.997,0.1,2.59,3.264,0.033,9,2016
2016-09-25,2016-10-01,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,419,R$/l,3.91,0.173,3.49,4.899,0.489,0.044,3.421,0.108,3.19,3.75,0.032,9,2016
2016-09-25,2016-10-01,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.463,0.152,3.059,3.999,0.448,0.044,3.015,0.103,2.59,3.4159,0.034,9,2016
2016-10-02,2016-10-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.913,0.168,3.49,4.899,0.489,0.043,3.424,0.106,3.19,3.7336,0.031,10,2016
2016-10-02,2016-10-08,SUDESTE,SAO PAULO,GASOLINA COMUM,1621,R$/l,3.448,0.154,3.079,3.899,0.434,0.045,3.014,0.107,2.59,3.4159,0.036,10,2016
2016-10-09,2016-10-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,416,R$/l,3.865,0.173,3.52,4.899,0.454,0.045,3.411,0.106,3.175,3.7196,0.031,10,2016
2016-10-09,2016-10-15,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.458,0.154,3.099,3.999,0.426,0.045,3.032,0.107,2.59,3.455,0.035,10,2016
2016-10-16,2016-10-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.95,0.168999999999999,3.559,4.899,0.502,0.043,3.448,0.11,2.85,3.7584,0.032,10,2016
2016-10-16,2016-10-22,SUDESTE,SAO PAULO,GASOLINA COMUM,1618,R$/l,3.472,0.148,3.049,3.899,0.433,0.043,3.039,0.101,2.59,3.34,0.033,10,2016
2016-10-23,2016-10-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,417,R$/l,3.918,0.165,3.37,4.899,0.474,0.042,3.444,0.111,2.6759,3.7196,0.032,10,2016
2016-10-23,2016-10-29,SUDESTE,SAO PAULO,GASOLINA COMUM,1624,R$/l,3.48,0.147,3.099,3.999,0.436,0.042,3.044,0.1,2.59,3.4313,0.033,10,2016
2016-10-30,2016-11-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,419,R$/l,3.94,0.175,3.37,4.899,0.48,0.044,3.46,0.119,2.6759,3.7475,0.034,10,2016
2016-10-30,2016-11-05,SUDESTE,SAO PAULO,GASOLINA COMUM,1622,R$/l,3.514,0.145,3.14,3.999,0.443,0.0409999999999999,3.071,0.102,2.59,3.4313,0.033,10,2016
2016-11-06,2016-11-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.964,0.171,3.469,4.899,0.477,0.043,3.487,0.105,3.2,3.7523,0.03,11,2016
2016-11-06,2016-11-12,SUDESTE,SAO PAULO,GASOLINA COMUM,1627,R$/l,3.51,0.145,3.099,3.999,0.439,0.0409999999999999,3.071,0.097,2.59,3.4313,0.032,11,2016
2016-11-13,2016-11-19,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,419,R$/l,3.955,0.172,3.469,4.899,0.497,0.043,3.458,0.102,3.259,3.7507,0.029,11,2016
2016-11-13,2016-11-19,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.495,0.147,3.099,3.939,0.432,0.042,3.063,0.095,2.59,3.4313,0.031,11,2016
2016-11-20,2016-11-26,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,412,R$/l,3.921,0.168999999999999,3.599,4.899,0.48,0.043,3.441,0.1,3.245,3.7507,0.029,11,2016
2016-11-20,2016-11-26,SUDESTE,SAO PAULO,GASOLINA COMUM,1623,R$/l,3.515,0.143,3.089,4.099,0.457,0.0409999999999999,3.058,0.094,2.59,3.4772,0.031,11,2016
2016-11-27,2016-12-03,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.95,0.166,3.559,4.899,0.502,0.042,3.448,0.106,3.1519,3.9585,0.031,11,2016
2016-11-27,2016-12-03,SUDESTE,SAO PAULO,GASOLINA COMUM,1628,R$/l,3.492,0.143,2.999,3.999,0.438,0.0409999999999999,3.054,0.092,2.59,3.477,0.03,11,2016
2016-12-04,2016-12-10,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,415,R$/l,3.93,0.172,3.389,4.899,0.478,0.044,3.452,0.104,3.27,3.7507,0.03,12,2016
2016-12-04,2016-12-10,SUDESTE,SAO PAULO,GASOLINA COMUM,1626,R$/l,3.54,0.153,3.099,4.299,0.479,0.043,3.061,0.094,2.59,3.5272,0.031,12,2016
2016-12-11,2016-12-17,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,414,R$/l,3.999,0.174,3.599,4.899,0.521,0.044,3.478,0.108,3.26,3.7717,0.031,12,2016
